"year","duration","years","track","artist"
"2010","3.19","Years 2010-2019","Hello","Martin Solveig & Dragonette"
"2010","3.5","Years 2010-2019","Snap Backs & Tattoos","Driicky Graham"
"2010","3.12","Years 2010-2019","Make It Sweet","Old Dominion"
"2010","3.36","Years 2010-2019","No Mediocre","T.I. Featuring Iggy Azalea"
"2010","3.79","Years 2010-2019","Russian Roulette","Rihanna"
"2010","4.15","Years 2010-2019","Often","The Weeknd"
"2010","3","Years 2010-2019","Pretty Good At Drinkin' Beer","Billy Currington"
"2010","4.4","Years 2010-2019","Blurred Lines","Robin Thicke Featuring T.I. + Pharrell"
"2010","2.55","Years 2010-2019","What Would Meek Do?","Pusha T Featuring Kanye West"
"2010","3.72","Years 2010-2019","I Fall Apart","Post Malone"
"2010","3.86","Years 2010-2019","Helluva Life","Frankie Ballard"
"2010","4.56","Years 2010-2019","Colder Weather","Zac Brown Band"
"2010","3.57","Years 2010-2019","Don't Wanna Know","Maroon 5 Featuring Kendrick Lamar"
"2010","3.97","Years 2010-2019","Electricity","Silk City x Dua Lipa"
"2010","4.55","Years 2010-2019","Drifting","G-Eazy Featuring Chris Brown & Tory Lanez"
"2010","3.06","Years 2010-2019","Va Va Voom","Nicki Minaj"
"2010","3.75","Years 2010-2019","Diamonds","Rihanna"
"2010","3.69","Years 2010-2019","Just Us","DJ Khaled Featuring SZA"
"2010","2.9","Years 2010-2019","Sweetener","Ariana Grande"
"2010","3.34","Years 2010-2019","According To You","Orianthi"
"2010","3.83","Years 2010-2019","E.T.","Katy Perry Featuring Kanye West"
"2010","3","Years 2010-2019","Here For A Good Time","George Strait"
"2010","4.19","Years 2010-2019","California King Bed","Rihanna"
"2010","3.1","Years 2010-2019","DNA.","Kendrick Lamar"
"2010","3.11","Years 2010-2019","Angel Eyes","Love And Theft"
"2010","4.86","Years 2010-2019","Black Beatles","Rae Sremmurd Featuring Gucci Mane"
"2010","3.99","Years 2010-2019","Bad Things","Machine Gun Kelly x Camila Cabello"
"2010","5.04","Years 2010-2019","Emotionless","Drake"
"2010","3.91","Years 2010-2019","Proud","2 Chainz Featuring YG & Offset"
"2010","3.46","Years 2010-2019","Watch Out","2 Chainz"
"2010","4.4","Years 2010-2019","No Hands","Waka Flocka Flame Featuring Roscoe Dash & Wale"
"2010","3.67","Years 2010-2019","Grammys","Drake Featuring Future"
"2010","2.8","Years 2010-2019","Staring At The Sun","Post Malone Featuring SZA"
"2010","4.81","Years 2010-2019","A Lot","21 Savage"
"2010","3.69","Years 2010-2019","Wrecking Ball","Miley Cyrus"
"2010","3.71","Years 2010-2019","We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song]","Pitbull Featuring Jennifer Lopez & Claudia Leitte"
"2010","2.47","Years 2010-2019","Tap","NAV Featuring Meek Mill"
"2010","2.88","Years 2010-2019","Stay With Me","Sam Smith"
"2010","3.71","Years 2010-2019","Good Drank","2 Chainz x Gucci Mane x Quavo"
"2010","3.5","Years 2010-2019","Friday","Rebecca Black"
"2010","3.96","Years 2010-2019","I Wish You Would","DJ Khaled Featuring Kanye West & Rick Ross"
"2010","5.31","Years 2010-2019","Same Love","Macklemore & Ryan Lewis Featuring Mary Lambert"
"2010","3.77","Years 2010-2019","Hot Shower","Chance The Rapper Featuring MadeinTYO & DaBaby"
"2010","3.28","Years 2010-2019","Harlem Shake","Baauer"
"2010","4.29","Years 2010-2019","High By The Beach","Lana Del Rey"
"2010","3.82","Years 2010-2019","Nobody Else But You","Trey Songz"
"2010","3.56","Years 2010-2019","Ice Tray","Quavo & Lil Yachty"
"2010","2.26","Years 2010-2019","A Holly Jolly Christmas","Burl Ives"
"2010","3.58","Years 2010-2019","It All Comes Out In The Wash","Miranda Lambert"
"2010","3.59","Years 2010-2019","Circles","Post Malone"
"2010","3.12","Years 2010-2019","It's Time","Imagine Dragons"
"2010","4.28","Years 2010-2019","Words I Never Said","Lupe Fiasco Featuring Skylar Grey"
"2010","3.83","Years 2010-2019","Hurt You","The Weeknd Featuring Gesaffelstein"
"2010","3.25","Years 2010-2019","Tell Me Something Good","Glee Cast"
"2010","3.66","Years 2010-2019","Better Together","Luke Combs"
"2010","3.54","Years 2010-2019","Pontoon","Little Big Town"
"2010","2.88","Years 2010-2019","Side Effects","The Chainsmokers Featuring Emily Warren"
"2010","3.7","Years 2010-2019","Living","Dierks Bentley"
"2010","5.63","Years 2010-2019","Believe Me","Lil Wayne Featuring Drake"
"2010","3.23","Years 2010-2019","All We Know","The Chainsmokers Featuring Phoebe Ryan"
"2010","4.14","Years 2010-2019","Mrs. Right","Mindless Behavior Featuring Diggy"
"2010","3.84","Years 2010-2019","Krippy Kush","""Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian"""
"2010","4.04","Years 2010-2019","Southern Voice","Tim McGraw"
"2010","3.05","Years 2010-2019","American Kids","Kenny Chesney"
"2010","3.73","Years 2010-2019","As She's Walking Away","Zac Brown Band Featuring Alan Jackson"
"2010","4.86","Years 2010-2019","Greatest Love Of All","Whitney Houston"
"2010","4.49","Years 2010-2019","That Way","Wale Featuring Jeremih & Rick Ross"
"2010","3.81","Years 2010-2019","Martians Vs Goblins","""Game Featuring Lil Wayne & Tyler, The Creator"""
"2010","2.73","Years 2010-2019","Pretty Girls","Britney Spears & Iggy Azalea"
"2010","5.07","Years 2010-2019","Memories Back Then","""Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens"""
"2010","3.79","Years 2010-2019","Brokenhearted","Karmin"
"2010","4.65","Years 2010-2019","Bandz A Make Her Dance","Juicy J Featuring Lil Wayne & 2 Chainz"
"2010","4.99","Years 2010-2019","Go Loko","""YG, Tyga & Jon Z"""
"2010","3.37","Years 2010-2019","Summer Sixteen","Drake"
"2010","5.28","Years 2010-2019","Southern Comfort Zone","Brad Paisley"
"2010","3.7","Years 2010-2019","Trap Queen","Fetty Wap"
"2010","3.74","Years 2010-2019","Love Runs Out","OneRepublic"
"2010","3.48","Years 2010-2019","Babel","Mumford & Sons"
"2010","3.35","Years 2010-2019","Writing On The Wall","""French Montana Featuring Post Malone, Cardi B & Rvssian"""
"2010","3.98","Years 2010-2019","Jumpsuit","twenty one pilots"
"2010","3.34","Years 2010-2019","Kevin's Heart","J. Cole"
"2010","3.56","Years 2010-2019","On My Way To You","Cody Johnson"
"2010","3.06","Years 2010-2019","New Americana","Halsey"
"2010","3.92","Years 2010-2019","Kush","Dr. Dre Featuring Snoop Dogg & Akon"
"2010","3.37","Years 2010-2019","Under The Sun","""Dreamville Featuring J. Cole, Lute & DaBaby"""
"2010","3.66","Years 2010-2019","Make Me Proud","Drake Featuring Nicki Minaj"
"2010","3.65","Years 2010-2019","Body Language","Jesse McCartney Featuring T-Pain"
"2010","3.79","Years 2010-2019","Something In The Way You Move","Ellie Goulding"
"2010","3.16","Years 2010-2019","Immortals","Fall Out Boy"
"2010","3.71","Years 2010-2019","Que Pretendes","J Balvin & Bad Bunny"
"2010","3.75","Years 2010-2019","Like I'm Gonna Lose You","Meghan Trainor Featuring John Legend"
"2010","3.29","Years 2010-2019","Baby I","Ariana Grande"
"2010","3.22","Years 2010-2019","Fix A Heart","Demi Lovato"
"2010","3.63","Years 2010-2019","Lonely Child","YoungBoy Never Broke Again"
"2010","3.03","Years 2010-2019","One Thing Right","Marshmello & Kane Brown"
"2010","3.45","Years 2010-2019","Powerful","Major Lazer Featuring Ellie Goulding & Tarrus Riley"
"2010","4.01","Years 2010-2019","Speak Now","Taylor Swift"
"2010","4.17","Years 2010-2019","Grove St. Party","Waka Flocka Flame Featuring Kebo Gotti"
"2010","3.74","Years 2010-2019","Secrets","OneRepublic"
"2010","3.44","Years 2010-2019","Feel So Close","Calvin Harris"
"2010","3.15","Years 2010-2019","No Money","Galantis"
"2010","3.29","Years 2010-2019","R.I.C.O.","Meek Mill Featuring Drake"
"2010","3.04","Years 2010-2019","Hard Times","Paramore"
"2010","2.98","Years 2010-2019","Day Drinking","Little Big Town"
"2010","4","Years 2010-2019","Blown Away","Carrie Underwood"
"2010","4.49","Years 2010-2019","Uptown Funk!","Mark Ronson Featuring Bruno Mars"
"2010","3.97","Years 2010-2019","The Truth","Jason Aldean"
"2010","4","Years 2010-2019","Lucid Dreams","Juice WRLD"
"2010","3.24","Years 2010-2019","Hot Boy","Bobby Shmurda"
"2010","2.43","Years 2010-2019","U Guessed It","OG Maco Featuring 2 Chainz"
"2010","3.88","Years 2010-2019","We'll Be A Dream","WE the Kings Featuring Demi Lovato"
"2010","3.88","Years 2010-2019","Lonesome Broken And Blue","Adam Wakefield"
"2010","2.83","Years 2010-2019","Don't Stop","5 Seconds Of Summer"
"2010","3.54","Years 2010-2019","Unusual","Trey Songz Featuring Drake"
"2010","3.15","Years 2010-2019","We Were","Keith Urban"
"2010","3.4","Years 2010-2019","Timber","Pitbull Featuring Ke$ha"
"2010","5.67","Years 2010-2019","Move That Doh","""Future Featuring Pharrell, Pusha T & Casino"""
"2010","3.94","Years 2010-2019","The House That Built Me","Miranda Lambert"
"2010","3.25","Years 2010-2019","Never Recover","Lil Baby & Gunna Featuring Drake"
"2010","3.17","Years 2010-2019","Life Changes","Thomas Rhett"
"2010","2.9","Years 2010-2019","Drunk On Your Love","Brett Eldredge"
"2010","3.68","Years 2010-2019","No Worries","Lil Wayne Featuring Detail"
"2010","2.56","Years 2010-2019","Shoota","Playboi Carti Featuring Lil Uzi Vert"
"2010","3.17","Years 2010-2019","Uptown Vibes","Meek Mill Featuring Fabolous & Anuel AA"
"2010","2.77","Years 2010-2019","Nuketown","Ski Mask The Slump God Featuring Juice WRLD"
"2010","3.73","Years 2010-2019","All Eyes On You","Meek Mill Featuring Chris Brown & Nicki Minaj"
"2010","3.35","Years 2010-2019","Too Good At Goodbyes","Sam Smith"
"2010","3.37","Years 2010-2019","Make A Movie","Twista Featuring Chris Brown"
"2010","3.41","Years 2010-2019","This Is What It Feels Like","Armin van Buuren Featuring Trevor Guthrie"
"2010","3.54","Years 2010-2019","Hold My Hand","Michael Jackson Duet With Akon"
"2010","3","Years 2010-2019","I'll Kill You","Summer Walker Featuring Jhene Aiko"
"2010","2.97","Years 2010-2019","Consequences","Camila Cabello"
"2010","3.49","Years 2010-2019","Black Widow","Iggy Azalea Featuring Rita Ora"
"2010","3.7","Years 2010-2019","La La La","Naughty Boy Featuring Sam Smith"
"2010","3.72","Years 2010-2019","Bow Chicka Wow Wow","Mike Posner Featuring Lil Wayne"
"2010","3.89","Years 2010-2019","I Never Told You","Colbie Caillat"
"2010","3.35","Years 2010-2019","Ain't Leavin Without You","Jaheim"
"2010","3.51","Years 2010-2019","All Or Nothing","Theory Of A Deadman"
"2010","3.09","Years 2010-2019","Simple","Florida Georgia Line"
"2010","3.79","Years 2010-2019","The Night Is Still Young","Nicki Minaj"
"2010","2.94","Years 2010-2019","Lean On","Major Lazer & DJ Snake Featuring MO"
"2010","3.09","Years 2010-2019","Gimmie That Girl","Joe Nichols"
"2010","5.05","Years 2010-2019","MotorSport","""Migos, Nicki Minaj & Cardi B"""
"2010","2.51","Years 2010-2019","BAD!","XXXTENTACION"
"2010","3.67","Years 2010-2019","I Don't Care","Ed Sheeran & Justin Bieber"
"2010","3.35","Years 2010-2019","Who Dat Girl","Flo Rida Featuring Akon"
"2010","4.27","Years 2010-2019","On To The Next One","Jay-Z + Swizz Beatz"
"2010","4.09","Years 2010-2019","Your Love","Nicki Minaj"
"2010","3.34","Years 2010-2019","Hey Girl","Billy Currington"
"2010","4.28","Years 2010-2019","White Iverson","Post Malone"
"2010","3.7","Years 2010-2019","Ass Back Home","Gym Class Heroes Featuring Neon Hitch"
"2010","2.93","Years 2010-2019","HIGHEST IN THE ROOM","Travis Scott"
"2010","2.95","Years 2010-2019","Undo It","Carrie Underwood"
"2010","3.49","Years 2010-2019","Flashlight","Jessie J"
"2010","3.17","Years 2010-2019","Keep Your Head Up","Andy Grammer"
"2010","3.34","Years 2010-2019","Jugg","Fetty Wap Featuring Monty"
"2010","2.8","Years 2010-2019","homecoming queen?","Kelsea Ballerini"
"2010","3.27","Years 2010-2019","Famous","Kanye West"
"2010","3.41","Years 2010-2019","Could It Be","Charlie Worsham"
"2010","3.7","Years 2010-2019","Most People Are Good","Luke Bryan"
"2010","3.61","Years 2010-2019","You Gonna Fly","Keith Urban"
"2010","4.11","Years 2010-2019","Take It On Back","Chase Bryant"
"2010","4.36","Years 2010-2019","Cheers (Drink To That)","Rihanna"
"2010","2.06","Years 2010-2019","Stuck In A Dream","Lil Mosey x Gunna"
"2010","2.88","Years 2010-2019","At The Club","Jacquees X Dej Loaf"
"2010","4.53","Years 2010-2019","Mood 4 Eva","""Beyonce, JAY-Z & Childish Gambino Featuring Oumou Sangare"""
"2010","2.85","Years 2010-2019","When She Says Baby","Jason Aldean"
"2010","4","Years 2010-2019","I Won","Future Featuring Kanye West"
"2010","3.02","Years 2010-2019","Every Little Thing","Carly Pearce"
"2010","3.07","Years 2010-2019","Dibs","Kelsea Ballerini"
"2010","4.2","Years 2010-2019","I Don't Mind","Usher Featuring Juicy J"
"2010","3.93","Years 2010-2019","Out Of The Woods","Taylor Swift"
"2010","3.04","Years 2010-2019","Someone You Loved","Lewis Capaldi"
"2010","3.03","Years 2010-2019","Magnolia","Playboi Carti"
"2010","3.33","Years 2010-2019","I'll Show You","Justin Bieber"
"2010","4.91","Years 2010-2019","Lord Above","Fat Joe & Dre Featuring Eminem & Mary J. Blige"
"2010","4.28","Years 2010-2019","Cop Car","Keith Urban"
"2010","3.51","Years 2010-2019","Saturday Nights","Khalid & Kane Brown"
"2010","2.53","Years 2010-2019","It's The Most Wonderful Time Of The Year","Andy Williams"
"2010","3.61","Years 2010-2019","Crying In The Club","Camila Cabello"
"2010","3.27","Years 2010-2019","Somewhere In My Car","Keith Urban"
"2010","3.75","Years 2010-2019","In Case You Didn't Know","Brett Young"
"2010","3.84","Years 2010-2019","22","Taylor Swift"
"2010","3.14","Years 2010-2019","Love You Like A Love Song","Selena Gomez & The Scene"
"2010","3.61","Years 2010-2019","Do What U Want","Lady Gaga Featuring R. Kelly"
"2010","3.01","Years 2010-2019","Another One Bites The Dust","Glee Cast"
"2010","3.33","Years 2010-2019","No Type","Rae Sremmurd"
"2010","3.41","Years 2010-2019","Broken","lovelytheband"
"2010","3.8","Years 2010-2019","Meanwhile Back At Mama's","Tim McGraw Featuring Faith Hill"
"2010","3.34","Years 2010-2019","I Do","Cardi B Featuring SZA"
"2010","4.13","Years 2010-2019","Automatic","Miranda Lambert"
"2010","3.81","Years 2010-2019","Call Out My Name","The Weeknd"
"2010","3.51","Years 2010-2019","Reality","Kenny Chesney"
"2010","4.31","Years 2010-2019","Secreto","Anuel AA & Karol G"
"2010","4.57","Years 2010-2019","Wish I Knew You","The Revivalists"
"2010","3.23","Years 2010-2019","Sippin' On Fire","Florida Georgia Line"
"2010","3.18","Years 2010-2019","Ruin My Life","Zara Larsson"
"2010","4.77","Years 2010-2019","Anything Could Happen","Ellie Goulding"
"2010","3.53","Years 2010-2019","Blue Tacoma","Russell Dickerson"
"2010","3.28","Years 2010-2019","Omen","Disclosure Featuring Sam Smith"
"2010","4.17","Years 2010-2019","Ima Boss","""Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz"""
"2010","6.16","Years 2010-2019","Get Lucky","Daft Punk Featuring Pharrell Williams"
"2010","3.89","Years 2010-2019","I've Been Waiting","Lil Peep & iLoveMakonnen Featuring Fall Out Boy"
"2010","3.56","Years 2010-2019","XO","John Mayer"
"2010","3.59","Years 2010-2019","From A Table Away","Sunny Sweeney"
"2010","4.16","Years 2010-2019","""Save Me, San Francisco""","Train"
"2010","2.82","Years 2010-2019","Paradise","Bazzi"
"2010","3.49","Years 2010-2019","New Rules","Dua Lipa"
"2010","2.29","Years 2010-2019","Light It Up","""Marshmello, Tyga & Chris Brown"""
"2010","3.22","Years 2010-2019","Hot","Young Thug Featuring Gunna"
"2010","3.86","Years 2010-2019","Burning House","Cam"
"2010","3.44","Years 2010-2019","Glow","Drake Featuring Kanye West"
"2010","3.19","Years 2010-2019","Smoke A Little Smoke","Eric Church"
"2010","3.04","Years 2010-2019","Sunshine & Whiskey","Frankie Ballard"
"2010","4.03","Years 2010-2019","Bottoms Up","Trey Songz Featuring Nicki Minaj"
"2010","3.34","Years 2010-2019","Hands To Myself","Selena Gomez"
"2010","3.43","Years 2010-2019","Good Time","Owl City & Carly Rae Jepsen"
"2010","2.76","Years 2010-2019","All Girls Are The Same","Juice WRLD"
"2010","4.34","Years 2010-2019","Side To Side","Ariana Grande Featuring Nicki Minaj"
"2010","3.54","Years 2010-2019","It's You","Ali Gatie"
"2010","2.72","Years 2010-2019","Suge","DaBaby"
"2010","3.34","Years 2010-2019","Love Like Woe","The Ready Set"
"2010","3.32","Years 2010-2019","Bang Bang","""Jessie J, Ariana Grande & Nicki Minaj"""
"2010","3.82","Years 2010-2019","One Less Lonely Girl","Justin Bieber"
"2010","3.56","Years 2010-2019","Speechless","Dan + Shay"
"2010","3.08","Years 2010-2019","The Middle","""Zedd, Maren Morris & Grey"""
"2010","3.47","Years 2010-2019","Ghost Town","Adam Lambert"
"2010","3.48","Years 2010-2019","Sexy People (The Fiat Song)","Arianna Featuring Pitbull"
"2010","2.99","Years 2010-2019","Record Year","Eric Church"
"2010","4.75","Years 2010-2019","Magic","Coldplay"
"2010","4.19","Years 2010-2019","Selfish","Future Featuring Rihanna"
"2010","3.8","Years 2010-2019","Shadow Days","John Mayer"
"2010","5.23","Years 2010-2019","Stolen Dance","Milky Chance"
"2010","3.75","Years 2010-2019","Girl On Fire","Alicia Keys Featuring Nicki Minaj"
"2010","3.05","Years 2010-2019","Kiss You","One Direction"
"2010","4.52","Years 2010-2019","I Will Always Love You","Whitney Houston"
"2010","3.51","Years 2010-2019","Might Be","DJ Luke Nasty"
"2010","3.33","Years 2010-2019","Get Along","Kenny Chesney"
"2010","3.17","Years 2010-2019","Earfquake","""Tyler, The Creator"""
"2010","3.89","Years 2010-2019","Jerry Sprunger","Tory Lanez & T-Pain"
"2010","3.22","Years 2010-2019","1901","Phoenix"
"2010","3.76","Years 2010-2019","Wish You Were Here","Avril Lavigne"
"2010","3.74","Years 2010-2019","Might Not","Belly Featuring The Weeknd"
"2010","2.24","Years 2010-2019","Mark My Words","Justin Bieber"
"2010","3.45","Years 2010-2019","Farmer's Daughter","Rodney Atkins"
"2010","3.44","Years 2010-2019","Cross Me","Ed Sheeran Featuring Chance The Rapper & PnB Rock"
"2010","4.2","Years 2010-2019","Promise","Romeo Santos Featuring Usher"
"2010","4.25","Years 2010-2019","The Man","Aloe Blacc"
"2010","3.3","Years 2010-2019","Fresh Eyes","Andy Grammer"
"2010","3.77","Years 2010-2019","Can't Get Enough","J. Cole Featuring Trey Songz"
"2010","3.8","Years 2010-2019","Higher Love","Kygo X Whitney Houston"
"2010","3.85","Years 2010-2019","No Flex Zone","Rae Sremmurd"
"2010","2.15","Years 2010-2019","Thotiana","Blueface"
"2010","3.2","Years 2010-2019","Like I Would","Zayn"
"2010","4.67","Years 2010-2019","Let's Go Crazy","Prince And The Revolution"
"2010","4.25","Years 2010-2019","Immortal","21 Savage"
"2010","3.07","Years 2010-2019","Dear Future Husband","Meghan Trainor"
"2010","3.95","Years 2010-2019","Amnesia","5 Seconds Of Summer"
"2010","4.38","Years 2010-2019","OTW","""Khalid, Ty Dolla $ign & 6LACK"""
"2010","6.05","Years 2010-2019","What's Free","Meek Mill Featuring Rick Ross & JAY-Z"
"2010","4.59","Years 2010-2019","Sex Therapy","Robin Thicke"
"2010","4.85","Years 2010-2019","When We Were Young","Adele"
"2010","3.37","Years 2010-2019","Hookah","Tyga Featuring Young Thug"
